ISBN/ISSN,Title,Author,Copy Count
9789961019164,HISTOIRE DES SCIENCES,ZELLA LAKHDAR,1
978996101258,HISTOIRE DES SCIENCES - INTRODUCTION ET DECOUVERTE,ABDELKADER KHELLADI,4
9789961012581,HISTOIRES DES SCIENCES : INTRODUCTION ET DECOUVERTE,"KHELLADI, ABDELKADER",1
9780789749840,HOW COMPUTERS WORK,RON WHITE,0
9781118691328,HOW TO DO A RESEARCH PROJECT,COLIN ROBSON,2
9780582779969,HOW TO TEACH BUSINESS ENGLISH,"FRENDO,EVAN",3
9781482230840,INDOOR WAYFINDING AND NAVIGATION,A KARIMI HASSAN,1
9782100826759,INFORMATIQUE AVEC PYTHON,JEAN-NOËL BEURY,5
9782746212879,INFORMATIQUE DIFFUSE : DES CONCEPTS À LA RÉALITÉ,"BANÂTRE, MICHEL",1
9782746229815,INFORMATIQUE ET INTELLIGENCE AMBIANTE,GAËLLE CALVARY,0
9782867394805,INFORMATIQUE ET NUMÉRIQUE À L'USAGE DES SENIORS,"GERMAIN, MICHELE",1
9789961021323,INITIATION A L'APPRETISSAGE AUTOMATIQUE,TAFFAR MOKHTAR,14
2212091559,INITIATION AUX RÉSEAUX ,GUY PUJOLLE,2
2852066181,INITIATION AUX TRANSFERTS THERMIQUES,SACADURA.J.F,1
221209258X,INITIATION À L'ALGORITHMIQUE OBJET ,ALAIN CARDON,3
9789961017111,INITIATION À MATLAB,"DJEBLI, M",2
2893772056,INITIATION À SQL : COURS ET EXERCICES CORRIGÉS,"CHALMOND, MARTINE",1
9782100813681,INJECTION DES MATIÈRES PLASTIQUES,"PICHON, JEAN-FRANÇOIS",3
9781482223576,"INTEGRAL TRANSFORMS AND THEIR APPLICATIONS,","DEBNATH, LOKENATH.",1
2212081901,INTELLIGENCE ARTIFICIELLE,EDITH SCHOMBERG,2
2729891595,INTELLIGENCE ARTIFICIELLE,EDITH SCHOMBERG,2
2840825465,INTERNET AU QUOTIDIEN,"CROUZET, THIERRY",2
9789961012567,"INTRODUCTION A L'ANALYSE MATHÉMATIQUE. T. 2, FONCTIONS NUMÉRIQUES, LIMITES CONTINUITÉ, DÉRIVABILITÉ","KHELLADI, ABDELKADER",1
9961012574,"INTRODUCTION A L'ANALYSE MATHÉMATIQUE. T. 3, INTÉGRATION, CALCULS DES PRIMITIVES, ÉQUATIONS DIFFÉRENTIELLES","KHELLADI, ABDELKADER",9
9789961006030,INTRODUCTION A L'ARCHITECTURE DES ORDINATEURS,"DRIAS-ZERKAOUI, HABIBA",15
9789961021132,INTRODUCTION A L'OPTIMISATION MÉTA_HEURISTIQUE,SAADI SLAMI,3
9782711748662,INTRODUCTION AU TRAITEMENT D'IMAGES,DIANE LINGRAND,2
2711748383,INTRODUCTION AUX BASES DE DONNÉES,"DATE, CHRIS",1
9782100820979,INTRODUCTION AUX PROBABILITÉS AVEC PYTHON,"ALHALEL, THIERRY",6
9780262046305,INTRODUCTION TO ALGORITHMS,"H.CORMEN, THOMAS",1
9788131793510,"INTRODUCTION TO AUTOMATA THEORY, LANGUAGES, AND COMPUTATION","KANDAR,SHYAMALENDU",3
9783319274119,INTRODUCTION TO BIOSENSORS,JEONG-YEOL YOON,0
9781292025407,INTRODUCTION TO COMPUTER SECURITY,GOODRICH;MICHAEL,1
9780132316811,INTRODUCTION TO THE DESIGN AND ANALYSIS OF ALGORITHMS,"LEVITIN, ANANY.",3
9782311002744,INTRODUCTION À L'ANALYSE,BRUNO AEBISCHER,0
2704200106,INTRODUCTION À L'INFORMATIQUE,FRANCIS SCHEID,0
2100048538,INTRODUCTION À LA CALCULABILITÉ,PIERRE WOLPER,2
2100048929,INTRODUCTION À LA LOGIQUE ,"DAVID, RENÉ",0
9789961005255,"INTRODUCTION À LA MÉCANIQUE : COURS, EXERCICES ET TRAVAUX PRATIQUES","CAUBARRERE, J. L.",2
9782705669249,INTÉGRALE DE RIEMANN,MOHAMMED EL AMRANI,2
978996101742,INTÉGRALES GÉNÉRALISÉES ET SÉRIES,ZIZI KHELIFA,4
2225778256,INTÉGRALES SIMPLES,GÉRARD HIRSCH,0
2100055100,INTÉGRATION POUR LA LICENCE ,JACQUES GAPAILLARD,5
9782855576947,L'AGROÉCOLOGIE EN GRANDES CULTURES,PHILIPPE VIAUX,3
9782744025570,L'ART DU DÉVELOPPEMENT ANDROID,"ALLEN, GRANT",1
978996101939,L'ECONOMIE ALGÉRIENNE A L'HEURE DE LA MONDIALISATION : POUR LES ÉTUDIANTS EN SCIENCES ÉCONOMIQUES,BAGHDAD CHAIB,1
9782100809172,"L'ESSENTIEL D'ÉLECTRICITÉ : LICENCE, IUT","GRANJON, YVES",3
9782100809165,"L'ESSENTIEL D'ÉLECTRICITÉ : LICENCE, IUT","GRANJON, YVES",3
9782100818150,L'ESSENTIEL DE MÉCANIQUE DES FLUIDES BTS,PASCAL BIGOT,3
9782311002911,L'HORIZON OU LE REFUS DE L'INFINI,JEAN PERDIJON,0
9782889150755,L'INTELLIGENCE ARTIFICIELLE PAR LA PRATIQUE/ 2ÉME ÉDITION,"FALTINGS, BOI",6
210006469x,L'ORAL MATHÉMATIQUES,JEAN-MARIE MONIER,2
9789961015674,LA COMPTABILITÉ DES RESSOURCES HUMAINES,AMOKRANE ABDELLAZIZ,1
9789961014202,LA COMPTABILITÉ GÉNÉRALE AUX NORMES DU NOUVEAU SYSTÈME COMPTABLE FINANCIER (S.C.F.),"BENAIBOUCHE, MOHAND CID",1
978996101261,LA METHODOLOGIE DE TRAVAIL,LAHOUEL MESBAH,2
210006648X,LA PROGRAMMATION SOUS UNIX,"RIFFLET, JEAN-MARIE",3
9789961014134,LA SEGMENTATION MARKETING : DE L'ÉTUDE DE MARCHÉ À LA STRATÉGIE MARKETING,"BERNOUSSI, NEDJMA",2
9782100831654,LA THÉORIE DE LA RELATIVITÉ RESTREINTE ET GÉNÉRALE,"EINSTEIN, ALBERT",3
270421011x,LA TRIGONOMÉTRIE,"AYRES, FRANK",2
9782311014006,LANGAGES FORMELS - CALCULABILITÉ ET COMPLEXITÉ - LICENCE 3&MASTER - AGRÉGATION,OLIVIER CARTON,2
9789961020401,LE DEVELOPPEMENT DURABLE ET LE MECANISME DE LA BONNE GOUVERNANCE,"KADRI M,TE",1
2711721418,LE DÉFI ALGÉBRIQUE,CLAUDE MUTAFIAN,2
2711721426,LE DÉFI ALGÉBRIQUE.TOME 2,"MUTAFIAN , CLAUD",2
2212091036,LE GUIDE DE L'UTILISATEUR (UML),"BOOCH, GRADY",2
978274402250,LE LANGAGE C,"AITKEN, PETER G.",1
9782212138542,LE LIVRE DE JAVA PREMIER LANGAGE,ANNE TASSO,0
9782100826124,LE LIVRE DES TECHNIQUES DU SON. NOTIONS FONDAMENTALES,"DENIZART, JEAN-MICHEL",3
9789961017487,LE MANAGEMENT CONSEIL UNE OPTION POUR LA REUSSITE DES ENTREPRISES,GHEDJGHOUDJ EL HADI,1
978996101552,LE MANAGEMENT THÉORIE ET PRATIQUE,EL HADI GHEDJGHOUDJ,2
274640432X,LE NOUVEAU GUIDE DU PC,JACK STEINER,0
274401303x,LE PC,SCOTT MUELLER,2
2744002658,LE PC COMMENT FAIRE,JOE KRAYNAK,0
2729826785,LE PROJET INFORMATIQUE DE A À Z : APPROCHE PRAGMATIQUE DE LA GESTION DE PROJET,"FRÉMAUX, VALÉRY GUILHEM",1
9781606504925,LEAN SIX SIGMA AND STATISTICAL TOOLS FOR ENGINEERS AND ENGINEERING MANAGERS,ZHAN WEI,2
9781461298557,LECTURES ON BOOLEN ALGEBRAS,R.HALMOS.PAUL,2
9782491072186,LES ABEILLES,PIERRE MARÉCHAL,3
9782100563470,LES CARTES À PUCE,CHRISTIAN TAVERNIER,0
2746211432,LES DOCUMENTS ÉCRITS,RÉMY MULLOT,0
978285229782,LES DÉSORDRES DE LA FINANCE,DOMINIQUE PLIHON,1
2100067958,LES MATHÉMATIQUES EN LICENCE,ÉLIE AZOULAY,2
978272982941,LES MILLE ET UNE QUESTIONS DE LA PHYSIQUE EN PRÉPA : 2ÈME ANNÉE MP/MP*-PT/PT*,"GARING, CHRISTIAN",2
2729829431,LES MILLE ET UNE QUESTIONS DE LA PHYSIQUE EN PRÉPA : 2ÈME ANNÉE PSI/PSI*,"GARING, CHRISTIAN",1
9789961016633,LES NANOSCIENCES ET NANOTECHNOLOGIES : LEURS APPLICATIONS DANS LES DOMAINES INDUSTRIELS ET ECONOMIQUES,"BENYAHIA, FARID",1
9782746085398,LES VPN,JEAN-PAUL ARCHIER,0
9789961016718,LEXIQUE MATHEMATIQUE,SADALLAH BOUBAKER KHELED,10
9780692196380,LINEAR ALGEBRA AND LEARNING FROM DATA,"STRANG,GILBERT",1
2746401134,LINUX,CHRISTOPHER A. JONES,0
2746402173,LINUX : LE GUIDE DU DÉVELOPPEUR,"GOERZEN, JOHN",1
978221212624,LINUX ADMINISTRATION. T. 1 : LES BASES DE L'ADMINISTRATION SYSTÈME,"BOUCHAUDY, JEAN-FRANÇOIS",1
9782100825141,LOGIQUE MATHÉMATIQUE,"PABION, JEAN-FRANÇOIS",2
2705658300,LOGIQUE MATHÉMATIQUE,"PABION, JEAN-FRANÇOIS",2
2100054538,LOGIQUE MATHÉMATIQUE : COURS ET EXERCICES CORRIGÉS,RENÉ CORI,5
9780136838555,LONGMAN ACADEMIC WRITING SERIES,ALAN MEYERS,3
9780262018029,MACHINE LEARNING,KEVIN P. MURPHY,0
9782100790654,MACHINE LEARNING AVEC SCIKIT-LEARN,"GÉRON, AURÉLIEN",3
9782855577180,MALADIES DES ABEILLES,BOUCHER SAMUEL,3
9782855577302,MALADIES PARASITAIRES DU MOUTON,CHRISTIAN MAGE,3
9789961017159,MANAGEMENT STRATÉGIQUE : LES DIFFERENTES APPROCHES,EL HADI GHEDGHOUDJ,12
9782100809028,MANUEL DE DATAVISUALISATION - 2E ÉD. - MÉTHODES - CAS PRATIQUES,JEAN-MARIE LAGNEL,4
9781408236956,MARKET LEADER INTERMEDIATE COURSEBOOK AND DVD-ROM PACK,DAVID COTTON,3
272982653X,MATHEMATICA THÉORIE ET PRATIQUE : APPLICATIONS EN ARITHMÉTIQUE,"XÉMARD, JEAN-PIERRE",1
9780199215621,MATHEMATICAL LOGIC (OXFORD TEXTS IN LOGIC),IAN CHISWELL,6
9781439854518,"MATHEMATICAL MODELING: MODELS, ANALYSIS AND APPLICATIONS",BANERJEE SANDIP,3
9781108455145,MATHEMATICS FOR MACHINE LEARNING,"DEISENROTH, MARC",6
007002652X,MATHEMATICS OF FINANCE,FRANK AYRES,0
9789961016497,"MATHEMATIQUE LES SÉRIES : RAPPEL DE COURS, EXERCIES CORRIGÉS","OSMANOV, HAMID",4
9782311012415,MATHEMATIQUE POUR L'INFORMATIQUE,"BELHAJ,SKANDER",1
9782011458100,MATHS,MARIE ALLANO-CHEVALIER,2
9782311012972,MATHS,ROGER MANSUY,4
2729856315,MATHS AVEC MAPLE. TOME 2,"DOUILLET, PIERRE",2
2729855130,MATHS AVEC MAPLE. TOME 2,"DOUILLET, PIERRE",2
9782311012989,MATHS PCSI-PTSI,OUDOT XAVIER,2
9782729851156,"MATHS, MPSI","MANSUY, ROGER",4
2100069675,"MATHÉMATIQUE : RAPPELS DE COURS ET EXERCICES RESOLUS. 1, ANALYSE","AZOLAY, E.",2
2804112470,MATHÉMATIQUE DISCRÈTE,MICHEL MARCHAND,0
9782804127749,MATHÉMATIQUE POUR ÉCONOMISTES ET GESTIONNAIRES,"ESCH, LOUIS",1
9782100557417,MATHÉMATIQUES,JEAN-MARIE MONIER,2
9782100534227,MATHÉMATIQUES,JEAN-MARIE MONIER,2
9789961012680,"MATHÉMATIQUES 1 : FONCTION D'UNE VARIABLE RÉELLE: RÉSUMÉ DE COURS, EXERCICES CORRIGÉS",MEHBALI MOHAMED,14
9782100821709,MATHÉMATIQUES : IUT 1RE ANNÉE,THIERRY ALHALEL,5
9782729875268,MATHÉMATIQUES : LES 120 EXERCICES CORRIGÉS À L'ORAL DU CONCOURS COMMUN POLYTECHNIQUES : FILIÈRE MP,"SMITH, WILLIAM",2
28422915518,MATHÉMATIQUES ALGÈBRE ET GÉOMÉTRIE : COURS MÉTHODES EXERCICES RÉSOLUS,"GUININ, DANIEL",1
9782744073526,MATHÉMATIQUES APPLIQUÉES L3,ALAIN YGER,2
9782729863487,MATHÉMATIQUES BCPST-VÉTO 2E ANNÉE,GILBERT DAMIN,2
9782100558148,MATHÉMATIQUES BTS INDUSTRIELS GROUPEMENTS B ET C,VÉRONIQUE CHEVRIER,2
9782729839468,MATHÉMATIQUES DANS LE CONTEXTE,FRANÇOIS PANTIGNY,2
280414402X,MATHÉMATIQUES ET GESTION FINANCIÈRE,OCTAVE JOKUNG-NGUENA,2
9789947850046,MATHÉMATIQUES FINANCIERES : OUTIL DE GESTION,"MAKHLOUF, F.",1
9782744072581,MATHÉMATIQUES L1,JEAN-PIERRE MARCO,2
9782744072253,MATHÉMATIQUES L2,JEAN-PIERRE MARCO,2
9782744074370,MATHÉMATIQUES MP-MP*,FRANCIS DORRA,2
9782729851118,MATHÉMATIQUES MPSI,"NGUYEN, NICOLAS",2
9782744074387,MATHÉMATIQUES PC-PC*,FRANÇOIS HÉROULT,2
9782729866259,MATHÉMATIQUES PCSI,"NGUYEN, NICOLAS",2
2840740095,MATHÉMATIQUES POUR LE PHYSICIEN. TOME 2,"BAURMY, ANDRÉ",2
9789961006979,MATHÉMATIQUES RAPPELS ET COURS EXERCICES RÉSOLUS,A.BENAYAD,61
210007363X,MATHÉMATIQUES TOUT-EN-UN EC 1E ANNÉE,CHRISTIAN GAUTIER,2
9782840740322,"MATHÉMATIQUES, IUT, BTS",ÉLIE AZOULAY,0
9782100507436,MATHÉMATIQUES. TOUT-EN-UN POUR LA LICENCE NIVEAU 2,JEAN-PIERRE RAMIS,2
2710807890,"MATLAB, SIMULINK, STATEFLOW ",MAURICE RIVOIRE,4
2744005649,MAXIMISER LES PERFORMANCES DU PC,"PABST, THOMAS",1
9789961011948,MET VEREENDE KRACHTEN,JAN THEODOR GERARD OVERBEEK,2
9780367589851,METACOGNITION IN LANGUAGE LEARNING AND TEACHING,"HAUKAS, ASTA",2
2763771459,MÉTHODES ET MODÈLES EN STATISTIQUE NON PARAMÉTRIQUE,PHILIPPE CAPÉRAÀ,2
2100027891,MICROPROCESSEURS : DU CISC AU RISC,"LILEN, HENRI",1
9782893773520,MICROSOFT ACCESS 2007,"FRIEDRICHSEN, LISA",1
9782100526734,MICROSOFT SQL SERVER 2008 : ÉTAPE PAR ÉTAPE,"HOTEK, MIKE",1
2744013781,MICROSOFT WINDOWS 2000 SERVER,"BOSWELL, WILLIAM",1
9789961909683,MICROÉCONOMIE : TRAITEMENT MATHEMATIQUE + EXERCICES AVEC CORRIGES DETAILLES,"BENDIB, RACHID",2
2212091222,MODÉLISATION ,PIERRE-ALAIN MULLER,2
9782100819362,MON COURS VISUEL DE PROGRAMMATION,SEAN MCMANUS,3
9780199737970,MORAL MACHINES,"WALLACH, WENDELL",1
9782100823284,MOTEURS ÉLECTRIQUES INDUSTRIELS,"MAYÉ, PIERRE",3
9782100810307,MÉCANIQUE,YVES GRANJON,3
9782100806669,"MÉCANIQUE POUR L'INGÉNIEUR : MILIEUX CONTINUS SOLIDES ET FLUIDES, SYSTE`MES MULTICORPS, STRUCTURES","PUEL, GUILLAUME",3
9782100812004,MÉMENTO DE SPÉCIFICATION GÉOMÉTRIQUE DES PRODUITS : LES NORMES ISO-GPS,"CHARPENTIER, FRÉDÉRIC",3
9782206101019,MÉMO FORMULAIRE,YVES DÉPLANCHE,2
2759803866,MÉTHODES NUMÉRIQUES APPLIQUÉES POUR LE SCIENTIFIQUE ET L'INGÉNIEUR,JEAN-PHILIPPE GRIVET,4
2287597018,MÉTHODES NUMÉRIQUES POUR LE CALCUL SCIENTIFIQUE : PROGRAMMES EN MATLAB,"QUARTERONI, ALFIO",1
2841809846,MÉTHODES ORIENTÉES OBJET,"GRAHAM, IAN",1
9789961009185,MÉTHODES STATISTIQUES : RAPPELS DE COURS ET EXERCICES CORRIGÉS,KHALED KHALDI,18
9789973375803,MÉTHODOLOGIES DE LA RECHERCHE SCIENTIFIQUE,"ZIDI, ANÉS",1
978148225096,NETWORKED FILTERING AND FUSION IN WIRELESS SENSOR NETWORKS,"MAHMOUD, MAGDI S",2
9783319944623,NEURAL NETWORKS AND DEEP LEARNING,"C.AGGARWAL,CHARU",3
2100041061,NTRODUCTION À LA PROGRAMMATION OBJET EN JAVA : COURS ET EXERCICES,"BRONDEAU, JEAN",2
9782855576862,"NÉO-PAYSANS, LE GUIDE  PRATIQUE - 3E ÉD.",BRUNO MACIAS,3
9780470128725,OPERATING SYSTEM CONCEPTS 8TH EDITION,"SILBERSCHATZ, ABRAHAM.",3
2100056263,OPTIMISATION ET CONTRÔLE DES SYSTÈMES LINÉAIRES (2E CYCLE - ÉCOLES D'INGÉNIEURS) ,MAÏTINE BERGOUNIOUX,7
9782746048157,ORACLE 11G : ENTRAÎNEZ-VOUS SUR SQL ET PL/SQL,"GABILLAUD, JÉRÔME",1
9782409017988,PARLER ET FAIRE UNE PRÉSENTATION EN PUBLIC EN TOUTE CONFIANCE : APPRENDRE,"ISRAEL, MARC",4
340645881,PASCAL FOR STUDENT : INCLUDING TURBO PASCAL,D.HAHN;BRIAN,3
9782100809936,PASS BIOLOGIE MOLÉCULAIRE ET GÉNÉTIQUE : PARCOURS SANTÉ & L.AS,"BEAUMONT, SIMON",3
9782100827176,"PASS BIOSTATISTIQUES, PROBABILITÉS, MATHÉMATIQUES : PARCOURS SANTÉ & L.AS","BELAZREG, SALAH",3
9782100809851,PASS CHIMIE GÉNÉRALE,FRÉDÉRIC RAVOMANANA,2
9781493938438,PATTERN RECOGNITION AND MACHINE LEARNING,"M.BISHOP ,CHRISTOPHER",6
9780321127426,PATTERNS OF ENTERPRISE APPLICATION ARCHITECTURE 1ST EDITION,"FOWLER, MARTIN",1
9782855576596,PETIT PRÉCIS D'AGRONOMIE,"NÉRON, FRANÇOISE",3
2744016349,PHP 5,"ATKINSON, LEON",0
9782100711468,PHYSIQUE,JEAN-NOËL BEURY,2
9782761325479,PHYSIQUE,HARRIS BENSON,3
9782100720064,PHYSIQUE - EXERCICES INCONTOURNABLES MPSI-PTSI,"BAGARD, SÉVERINE",1
9789961016879,PHYSIQUE DES SEMI-CONDUCTEURS ET DES COMPOSANTS OPTOÉLECTRONIQUES,KAIS FERDJANI,2
2704212740,PHYSIQUE GÉNÉRALE ET APPLIQUÉE,F. BUECHE,0
9789961014929,PHYSIQUE MÉCANIQUE : RAPPELS DE COURS ET EXERCICES RÉSOLUS,ABDELKADER BELFEDAL,2
2100054422,PHYSIQUE STATISTIQUE ,CHRISTIAN NGÔ,0
2100071718,"PHYSIQUE TOUT-EN-UN, 1RE ANNÉE","SANZ, MARIE-NOELLE",3
9782743015787,"PHYSIQUE, 2E ANNÉE MP MP","AUGIER, DAVID",1
9782804155735,"PHYSIQUE, UNE INTRODUCTION",JOSÉ-PHILIPPE PEREZ,0
9789961020814,POLYCOPIÉ DE TRAVAUX PRATIQUES : MODULE : RÉSEAU MASTER 1 - LMD,"MEDJAHED-GAMAZ, DJ",4
97899610136,PRACTICUM INFORMATIQUE : DE THÉORIE DES FILES D'ATTENTE,"DUDIN, A.N.",2
9782247066421,"PRATIQUE DU DROIT DE L'INFORMATIQUE ET DE L'INTERNET : LOGICIELS, SYSTÈMES, INTERNET","HOLLANDE, ALAIN",1
2729812466,PREMIERS PAS EN PRÉPA,ALBERT LEVINE,0
3540113401,PRINCIPALS OF ARTIFICIAL INTELIGENCE,"J.NILSSON,NILS",2
9782100826995,PRINCIPES D'ANALYSE MATHÉMATIQUE,WALTER RUDIN,5
2840741083,PRINCIPES D'ANALYSE MATHÉMATIQUE,WALTER RUDIN,2
9782100819454,PRINCIPES D'ÉLECTRONIQUE,ALBERT PAUL MALVINO,2
9780262201629,PROBABILISTIC ROBOTICS,SEBASTIAN THRUN,0
9789961009192,PROBABILITES : RAPPELS DE COURS ET EXERCICES CORRIGES,KHALDI KHALED,20
2759800063,PROBABILITÉ,HERVÉ CARRIEU,0
9782311400144,PROBABILITÉS ET INTRODUCTION À LA STATISTIQUE,"GIRARDIN,VALÉRIE",2
2225793107,PROBABILITÉS-STATISTIQUE,"MATHIEU, J.-L.",1
2100067893,"PROBLÈMES CORRIGÉS DE MATHÉMATIQUE. 2, EPREUVES DE DEUG MIAS","AZOULAY, ELLIE",1
2729888101,PROBLÈMES CORRIGÉS DE MATHÉMATIQUES,CHRISTIAN LEBOEUF,2
2040071873,PROBLÈMES D'ANALYSE,LELONG-FERRAND,3
2729848215,PROBLÈMES DE MATHÉMATIQUES RÉSOLUS AVEC MAPLE ET MATHEMATICA,"DURAND, ROBERT",2
9782854287592,PROBLÈMES DE MATHÉMATIQUES TOME 1,GILBERT MONNA,3
9782100574223,PROGRAMMATION EN PYTHON POUR LES MATHÉMATIQUES,"CASAMAYOU-BOUCAU, ALEXANDRE",1
9782743010003,PROGRAMMATION MATHÉMATIQUE : THÉORIE ET ALGORITHMES,"MINOUX, MICHEL",1
272981910X,PROGRAMMATION PAR L'EXEMPLE EN CAML,LOUIS GACÔGNE,4
9782100815982,PROGRAMMATION PYTHON AVANCÉE,XAVIER OLIVE,3
9782100817214,PROGRAMMATION PYTHON PAR LA PRATIQUE,"GUILLOD, JULIEN",3
9782340065437,PROGRAMMER EN C++,"HUBBARD, JOHN R.",1
2100065106,PROGRAMMER EN C++,"HUBBARD, JOHN R.",1
2100065114,PROGRAMMER EN C++,"HUBBARD, JOHN R.",1
21000065122,PROGRAMMER EN JAVA,J.R .HUBBARD,2
9781466502888,"PROJECT MANAGEMENT CONCEPTS, METHODS, AND TECHNIQUES","MALEY, CLAUDE H.",3
9781119703037,PROJECT MANAGEMENT IN PRACTICE,SHAFER;MEREDITH,1
9782100812240,PYTHON POUR LE DATA SCIENTIST,EMMANUEL JAKOBOWICZ,3
9782212675719,"R POUR LES DATA SCIENCES : IMPORTER, CLASSER, TRANSFORMER, VISUALISER ET MODÉLISER LES DONNÉES","WICKHAM, HADLEY",2
9782100815470,R POUR LES SCIENTIFIQUES,FRANÇOIS REBAUDO,3
9780367484149,READING TO LEARN IN A FOREIGN LANGUAGE,KEIKO KODA,3
9789961019818,RECHERCHE D'INFORMATION : COURS ET EXERCICES CORRIGES,BADDARI KAMEL,22
2880744598,RECHERCHE OPERATIONNELLE POUR L'INGENIEUR VOLUME 2 MODELES STOCHASTIQUES (P U POLYTEC ROM),HECHE J.-F.,0
9789961018828,REDUCTION DES MATRICES,MOUSSEDEK BOUSEBOUA,4
9780262039246,REINFORCEMENT LEARNING,RICHARD S. SUTTON,2
9789961020821,RÉSEAUX INFORMATIQUES : RECUEIL DE SUJETS D'EXAMENS AVEC SOLUTIONS,"MEDJAHED GAMAZ, DJ",62
9782855576619,RÉUSSIR EN ÉLEVAGE OVIN ALLAITANT,"DUDOUET, CHRISTIAN",3
9782100746767,RÉUSSIR LES TP DE PHYSIQUE AUX CONCOURS,"SALLEN, LAURENT",3
9782100818099,S'INITIER À ARDUINO,FRÉDÉRIC SILLON,2
9789961007310,S.E.M 300 PAR SES EXAMENS TOME2 : ANALYSE ET ALGÉBRE DE PREMIÉRE ANNÉE DES UNIVERSITÉS ET GRNDES ECOLES SCIENTIFIQUES,HAZI MOHAMMED,70
9789961007301,S.E.M. 300 PAR SES EXAMENS T.1 : ANALYSE ET ALGÈBRE DE PREMIÈRE ANNÉE DES UNIVERSITÉS ET GRANDES ÉCOLES SCIENTIFIQUES,HAZI MOHAMMED,5
9781466578036,SECURITY FOR MULTIHOP WIRELESS NETWORKS,KHAN SHAFIULLAH,2
9781482259551,SECURITY IN THE PRIVATE CLOUD,"VACCA, JOHN",2
3540673873,SEIZE PROBLÈMES D'INFORMATIQUE,BRUNO PETAZZONI,2
9781848213852,SIGNAL AND IMAGE PROCESSING FOR BIOMETRICS,NAIT-ALI AMINE,1
2100069756,SIMULATION NUMÉRIQUE EN C++ : COURS ET EXERCICES CORRIGÉS,"DANAILA, IONUT",5
9781292096131,SOFTWARE ENGINEERING,"SOMMERVILLE, LAN",6
2746032821,SOLARIS 10,MICHEL DUTREIX,2
2804135616,SQL2 - SQL3,PIERRE DELMAL,0
2225844844,STABILITÉ D'UN PLASMA,BERNARD SARAMITO,0
9780817644642,STATISTICAL MODELS AND METHODS FOR BIOMEDICAL AND TECHNICAL SYSTEMS (STATISTICS FOR INDUSTRY AND TECHNOLOGY),FILIA VONTA,0
9780470682289,STATISTICAL PATTERN RECOGNITION,"WEBB, A. R. (ANDREW R.)",1
9781138589384,STATISTICS IN CORPUS LINGUISTICS,SEAN WALLIS,2
2040104267,STATISTIQUE,CHRISTIAN LABROUSSE,2
2287213252,STATISTIQUE,YADOLAH DODGE,0
2040027823,STATISTIQUE,CHRISTIAN LABROUSSE,2
9789961007495,"STATISTIQUE : COURS ET EXERCICES, POUR LES ÉTUDIANTS DU TRONC COMMUN BIO-MÉDICAL",ADMANE O,4
978996002544,STATISTIQUE DESCRIPTIVE : AVEC INITIATION AUX MÉTHODES D'ANALYSE DE L'INFORMATION ÉCONOMIQUE,HAMDANI HOCINE,44
9973311604,STATISTIQUE ET CALCUL DES PROBABILITÉS,MOHAMED EL ARBI CHAFFAI,2
9782100810918,"STATISTIQUE INDUSTRIELLE : SYSTÉMES DE MESURE,ESTIMATION, ÉCHANTILLONNAGE ET MAITRISE STATISTIQUE DES PROCÉDÉS","BERGERET, FRANÇOIS",3
9782311009941,STATISTIQUES,JÉRÔME DEPAUW,2
9780415526449,STRUCTURAL ANALYSIS,GIANLUCA RANZI,2
9789961009215,STRUCTURE DES ORDINATEURS : AUTOUR DU PROCESSEUR,"KHELIFATI, SI LARBI",19
9780124159938,STRUCTURED PARALLEL PROGRAMMING : PATTERNS FOR EFFICIENT COMPUTATION,"MCCOOL, MICHAEL D.",1
9780367594770,SUCCESSFUL SPOKEN ENGLISH,CHRISTIAN JONES,2
9780199678112,SUPERINTELLIGENCE,NICK BOSTROM,0
138756341,SUPERSCALAR MICROPROCESSOR DESIGN,"JOHNSON, MIKE",1
9781848214132,SUPERVISION AND SAFETY OF COMPLEX SYSTEMS,MATTA NADA,1
2100052373,SWING : LA SYNTHÈSE : DÉVELOPPEMENT DES INTERFACES GRAPHIQUES EN JAVA,"BERTHIÉ, VALÉRIE",2
2212083246,SYSTEMES EXPERTS : ORGANISATION ET PROGRAMMATION DES BASES DE CONNAISSANCE EN CACUL PROSITIONNEL,DELAHAYE .J.P,2
9781119585855,SYSTEMS ANALYSIS AND DESIGN,ALAN DENNIS,0
9781461488415,SYSTEMS DESIGN FOR REMOTE HEALTHCARE,"MAHARATNA, KOUSHIK",1
2100049119,"SYSTÈME D, ALGÈBRE GÉNÉRALE",ERIC SOROSINA,2
978996101732,SYSTÈMES D'EXPLOITATION : UNE APPROCHE PRATIQUE,MOHAMED BENMAIZA,34
9782746213036,SYSTÈMES TEMPS RÉEL,NICOLAS NAVET,2
9782100823277,SYSTÈMES ÉLECTRONIQUES EMBARQUÉS ET TRANSPORTS,"LOUVEL, PHILIPPE",3
21000065130,SYSTÉMES D'EXPLOITATION,ARCHER HARRIS .J,4
9782212120219,SÉCURITÉ INFORMATIQUE,LAURENT BLOCH,0
9782100521562,SÉCURITÉ INFORMATIQUE ET RÉSEAUX,SOLANGE GHERNAOUTI-HÉLIE,0
2100074482,SÉCURITÉ INFORMATIQUE ET RÉSEAUX,SOLANGE GHERNAOUTI-HÉLIE,0
9789961018149,SÉRIES : COURS ET EXERCICES RÉSOLUS,SALAH. DERRADJI,64
